Employee ID,DOB,DOJ,Department_ID
IU682435,11/8/1985,8/6/2009,IDEPT1533
IU258875,1/12/1983,10/14/2002,IDEPT3115
IU137365,8/24/1977,7/3/2000,IDEPT4938
IU679069,4/6/1978,12/18/2009,IDEPT5528
IU139924,9/12/1982,6/6/2010,IDEPT2054
IU124936,4/3/1973,12/25/1999,IDEPT1615
IU495263,5/3/1979,1/3/2011,IDEPT3868
IU344433,9/11/1991,6/26/2002,IDEPT1615
IU186037,8/25/1975,4/7/2009,IDEPT7626
IU895618,8/14/1971,8/3/2006,IDEPT4938
IU231832,10/13/1983,7/6/2002,IDEPT8379
IU420314,7/26/1971,4/25/2011,IDEPT3868
IU539590,7/28/1993,3/30/2000,IDEPT1533
IU283470,3/25/1971,12/2/2005,IDEPT5881
IU351717,4/14/1982,4/14/2005,IDEPT1615
IU644580,5/3/1972,4/28/2002,IDEPT5109
IU573587,1/1/1977,5/16/2012,IDEPT1533
IU567359,5/13/1981,3/16/2000,IDEPT6347
IU967211,2/10/1977,4/18/2008,IDEPT8313
IU861400,7/27/1980,1/6/2005,IDEPT4670
IU272917,10/6/1990,9/22/2010,IDEPT3115
IU414718,2/23/1984,1/5/2000,IDEPT4938
IU823705,12/9/1979,11/9/2002,IDEPT4670
IU933244,12/28/1991,4/5/2001,IDEPT1142
IU911746,6/30/1979,4/27/2014,IDEPT5528
IU216929,1/9/1993,2/7/2004,IDEPT1388
IU278688,12/28/1979,10/23/2011,IDEPT4670
IU533233,6/14/1980,7/20/1999,IDEPT4132
IU603202,7/26/1987,12/29/2004,IDEPT5408
IU982994,12/21/1974,8/27/2002,IDEPT8379
IU570214,8/12/1984,9/1/2009,IDEPT5881
IU683287,10/2/1992,1/28/2010,IDEPT2425
IU330110,11/25/1992,6/10/2008,IDEPT2357
IU800340,4/24/1972,5/6/2011,IDEPT5408
IU892357,4/25/1970,4/15/2007,IDEPT5109
IU358048,10/2/1992,9/21/2005,IDEPT7783
IU747393,4/3/1983,8/22/2007,IDEPT4670
IU383656,6/26/1994,4/23/2001,IDEPT1533
IU725181,7/10/1982,2/24/2001,IDEPT1677
IU312786,2/1/1992,9/18/2001,IDEPT3778
IU889347,12/30/1971,10/24/2005,IDEPT8598
IU184696,1/11/1987,9/24/2003,IDEPT7626
IU564750,10/24/1988,4/2/2009,IDEPT7783
IU498964,6/3/1972,6/24/2007,IDEPT1537
IU268125,9/19/1988,8/27/2009,IDEPT3115
IU881669,7/17/1978,5/18/2004,IDEPT2357
IU312832,11/4/1980,12/24/2012,IDEPT4670
IU362922,6/19/1987,9/26/2001,IDEPT6347
IU185367,4/2/1971,4/22/2001,IDEPT7005
IU292300,10/15/1987,2/8/2014,IDEPT1825
IU428107,6/23/1991,6/17/2004,IDEPT1615
IU292460,7/12/1990,2/24/2005,IDEPT7005
IU647093,9/18/1992,4/6/2001,IDEPT1142
IU685928,8/11/1988,8/29/2000,IDEPT8598
IU621337,8/30/1976,3/30/2006,IDEPT4055
IU172247,5/23/1971,2/26/2005,IDEPT3778
IU452249,6/3/1991,7/6/2001,IDEPT8313
IU369201,1/21/1972,11/19/2007,IDEPT5881
IU809115,2/1/1973,6/20/2001,IDEPT8313
IU262644,7/26/1992,5/12/2013,IDEPT7783
IU674728,6/21/1970,1/22/2001,IDEPT8598
IU978644,11/16/1986,11/19/2009,IDEPT2601
IU366586,8/24/1975,6/17/2006,IDEPT5109
IU633408,2/14/1982,4/2/2007,IDEPT1367
IU917540,12/18/1978,6/18/2004,IDEPT5881
IU430993,10/11/1990,1/26/2003,IDEPT2054
IU239143,12/15/1987,7/21/2009,IDEPT1533
IU989035,1/13/1971,6/8/2011,IDEPT1537
IU855598,2/8/1986,2/11/2003,IDEPT5528
IU738031,3/17/1989,7/1/2005,IDEPT4055
IU444951,7/5/1983,11/23/2000,IDEPT2601
IU783461,5/6/1971,1/25/2007,IDEPT1378
IU212636,9/20/1993,2/27/2003,IDEPT6347
IU465873,10/15/1969,11/12/2008,IDEPT2054
IU469222,5/25/1985,4/28/2013,IDEPT5881
IU689487,6/17/1984,1/6/2014,IDEPT5881
IU621925,8/10/1972,3/20/2002,IDEPT5127
IU911771,9/13/1971,6/16/2014,IDEPT1423
IU702448,12/14/1985,6/4/2005,IDEPT2357
IU772006,12/4/1988,12/23/2003,IDEPT5881
IU973982,12/24/1985,8/18/2010,IDEPT4132
IU444712,9/15/1991,3/10/2004,IDEPT5528
IU207584,12/14/1990,1/3/2011,IDEPT2425
IU885654,4/16/1983,4/14/2008,IDEPT1388
IU609673,2/3/1982,8/8/2000,IDEPT5528
IU209964,5/4/1976,5/19/2002,IDEPT1142
IU311953,5/16/1982,11/5/2007,IDEPT5109
IU184371,4/3/1988,1/24/2010,IDEPT8313
IU214879,6/21/1988,12/10/2008,IDEPT7626
IU834269,4/24/1976,10/18/2000,IDEPT5528
IU201665,11/8/1988,7/22/2013,IDEPT1423
IU754097,2/4/1994,5/20/2014,IDEPT8598
IU281793,6/6/1970,1/25/2002,IDEPT8598
IU523913,1/8/1992,12/11/2005,IDEPT5528
IU619477,10/12/1982,4/5/2014,IDEPT1615
IU460526,9/20/1993,1/27/2005,IDEPT4938
IU605873,5/30/1990,7/31/2003,IDEPT8379
IU291184,6/21/1991,3/3/2010,IDEPT1537
IU758967,6/18/1984,12/3/2010,IDEPT2054
IU136562,7/25/1988,5/17/2003,IDEPT6347
IU265603,12/26/1973,9/3/2009,IDEPT3778
IU347145,3/2/1973,6/20/2013,IDEPT8379
IU713573,12/27/1985,5/12/2003,IDEPT8598
IU419541,6/25/1988,5/10/2001,IDEPT1825
IU342000,6/4/1985,2/26/2007,IDEPT3115
IU508884,6/20/1974,11/24/2004,IDEPT1367
IU820593,6/27/1994,9/20/1999,IDEPT2425
IU773440,5/4/1989,3/12/2000,IDEPT5881
IU149457,10/12/1986,4/4/2000,IDEPT4938
IU745611,4/22/1985,4/25/2010,IDEPT3062
IU808348,12/14/1969,2/23/2001,IDEPT3062
IU216145,10/13/1993,4/29/2006,IDEPT1378
IU244735,9/5/1991,12/30/2010,IDEPT5881
IU328947,2/7/1985,12/7/2002,IDEPT7005
IU756505,2/21/1983,7/25/2009,IDEPT4132
IU933212,3/8/1982,9/1/2001,IDEPT7005
IU849945,6/7/1972,1/29/2008,IDEPT5109
IU843284,3/19/1981,7/8/2013,IDEPT1423
IU161728,11/23/1973,11/6/2011,IDEPT3062
IU222518,5/10/1987,8/25/2002,IDEPT1378
IU328218,1/11/1976,1/13/2005,IDEPT1423
IU363158,8/1/1970,2/14/2014,IDEPT5127
IU766289,3/19/1979,4/2/2000,IDEPT8313
IU724113,3/9/1971,12/22/2004,IDEPT8313
IU777548,12/31/1987,10/20/2009,IDEPT4055
IU716739,5/30/1979,5/15/2007,IDEPT8598
IU346406,3/2/1990,9/10/2008,IDEPT1367
IU123688,11/19/1981,9/30/2010,IDEPT4670
IU147959,2/23/1977,5/12/2003,IDEPT4938
IU355955,1/16/1976,1/27/2008,IDEPT8313
IU370004,8/1/1978,3/28/2014,IDEPT7005
IU469282,2/15/1983,5/2/2008,IDEPT1388
IU239081,12/2/1991,11/12/2002,IDEPT1537
IU819618,12/22/1974,12/17/2003,IDEPT8379
IU701692,9/12/1988,3/26/2010,IDEPT3062
IU127170,10/23/1990,7/13/2008,IDEPT7783
IU637845,11/11/1973,2/16/2001,IDEPT3115
IU847613,10/17/1975,2/9/2007,IDEPT3062
IU325646,12/16/1985,6/13/2012,IDEPT3115
IU127182,10/11/1982,3/17/2009,IDEPT4938
IU921974,4/22/1980,4/20/2006,IDEPT1677
IU719669,3/15/1971,9/8/2007,IDEPT1615
IU843807,10/20/1977,9/21/2002,IDEPT8379
IU922538,11/5/1990,8/29/2010,IDEPT7783
IU834872,12/18/1984,6/29/2001,IDEPT5528
IU659166,8/18/1992,4/27/2007,IDEPT1615
IU650599,10/10/1973,7/3/2004,IDEPT5528
IU477466,1/29/1979,7/7/2013,IDEPT3115
IU806804,12/26/1973,6/27/2004,IDEPT4670
IU238243,5/26/1982,7/18/2009,IDEPT4670
IU656557,9/29/1973,2/8/2007,IDEPT7783
IU559726,8/1/1981,12/16/2012,IDEPT1537
IU749926,2/17/1979,1/14/2012,IDEPT2054
IU505256,7/12/1974,3/14/2011,IDEPT1533
IU739904,9/3/1985,11/2/2000,IDEPT3778
IU932895,1/4/1979,1/22/2002,IDEPT5127
IU407811,10/16/1976,3/8/2014,IDEPT1388
IU302696,12/10/1979,8/22/2005,IDEPT6347
IU143571,2/24/1978,4/6/2002,IDEPT5109
IU740565,1/28/1980,8/15/2003,IDEPT5881
IU801417,9/20/1992,8/8/2001,IDEPT7005
IU541306,10/24/1982,3/21/2006,IDEPT7626
IU824288,5/16/1971,10/31/2005,IDEPT1677
IU702525,4/26/1971,10/15/2007,IDEPT1378
IU703636,11/5/1993,5/1/2012,IDEPT3868
IU337472,7/21/1982,11/12/2013,IDEPT3868
IU799516,2/15/1970,7/6/2011,IDEPT4132
IU207253,1/4/1977,8/26/2000,IDEPT8598
IU870184,4/13/1978,3/1/2011,IDEPT3062
IU130291,11/15/1993,9/18/2012,IDEPT2601
IU260748,6/5/1980,5/14/2011,IDEPT2601
IU708882,11/9/1980,7/27/2010,IDEPT3115
IU542930,9/16/1990,3/26/2011,IDEPT1423
IU703243,12/25/1992,1/6/2001,IDEPT1388
IU606698,8/7/1983,10/21/2008,IDEPT2425
IU239841,1/15/1971,1/7/2008,IDEPT8598
IU306943,1/4/1987,12/17/2011,IDEPT5109
IU687116,1/22/1988,2/19/2001,IDEPT5881
IU527521,11/13/1993,3/9/2006,IDEPT8313
IU779542,10/14/1969,8/20/1999,IDEPT4938
IU539247,4/26/1994,6/23/2006,IDEPT8379
IU437570,6/27/1984,6/11/2003,IDEPT7626
IU750441,7/23/1976,7/30/2007,IDEPT7626
IU647159,11/23/1990,11/18/2002,IDEPT4132
IU757212,5/6/1978,4/11/2008,IDEPT8598
IU653513,2/14/1989,9/23/2005,IDEPT1367
IU572652,8/27/1972,9/3/2008,IDEPT8598
IU454140,6/30/1973,11/24/2001,IDEPT4670
IU308087,6/29/1981,3/21/2014,IDEPT5881
IU657759,3/1/1990,8/8/2013,IDEPT2357
IU938965,6/2/1974,3/24/2004,IDEPT5528
IU329659,9/23/1978,4/5/2004,IDEPT4055
IU344368,11/1/1985,9/15/2011,IDEPT3115
IU864819,10/23/1969,11/25/2012,IDEPT5408
IU360490,8/31/1989,7/2/2000,IDEPT2425
IU605773,2/6/1994,3/1/2012,IDEPT1142
IU599911,7/20/1972,3/1/2008,IDEPT2357
IU720734,9/7/1969,10/29/2001,IDEPT4055
IU274936,2/27/1976,4/8/2002,IDEPT3115
IU552022,9/29/1984,7/24/2001,IDEPT5881
IU474647,7/28/1970,7/15/2010,IDEPT2357
IU321200,11/25/1982,12/16/2012,IDEPT1533
IU209716,4/7/1982,9/8/2004,IDEPT1423
IU205005,10/17/1972,8/23/2004,IDEPT8313
IU507952,12/13/1993,8/28/1999,IDEPT2054
IU222618,10/29/1977,7/13/2013,IDEPT3115
IU480985,2/28/1975,7/29/2010,IDEPT1825
IU896446,11/14/1980,3/11/2010,IDEPT7783
IU751204,9/30/1992,2/10/2014,IDEPT1615
IU953296,11/16/1969,8/10/2012,IDEPT2357
IU366150,12/14/1970,9/28/1999,IDEPT1378
IU906960,3/25/1975,10/28/2009,IDEPT3062
IU320638,3/2/1987,1/25/2004,IDEPT1378
IU438036,4/8/1991,10/14/2011,IDEPT2357
IU821055,4/11/1976,8/18/2002,IDEPT5408
IU700570,3/19/1978,6/2/2001,IDEPT1367
IU401807,12/10/1982,8/12/2013,IDEPT4670
IU655888,1/9/1976,5/22/2002,IDEPT5881
IU622700,6/17/1987,2/10/2003,IDEPT1825
IU244911,1/21/1970,7/31/2003,IDEPT5881
IU585698,9/29/1986,2/13/2010,IDEPT5109
IU304862,11/29/1981,12/31/2012,IDEPT1537
IU227298,9/25/1988,12/5/2013,IDEPT1388
IU162287,11/28/1971,3/27/2013,IDEPT5881
IU677671,8/9/1991,6/15/2012,IDEPT3868
IU660707,8/7/1981,5/28/2002,IDEPT8379
IU258650,9/5/1969,9/29/2007,IDEPT2054
IU809461,5/13/1984,10/24/2003,IDEPT6347
IU861866,10/20/1978,8/9/2004,IDEPT6347
IU156957,7/17/1991,11/15/2007,IDEPT4132
IU617610,11/7/1973,3/14/2001,IDEPT1825
IU512234,4/8/1981,2/5/2005,IDEPT3868
IU535717,4/25/1987,5/16/2009,IDEPT5408
IU397061,8/26/1970,10/23/2007,IDEPT2357
IU563147,8/11/1970,4/5/2003,IDEPT5109
IU808795,4/13/1979,12/8/2013,IDEPT5528
IU630673,7/20/1981,4/9/2004,IDEPT5109
IU320251,12/5/1989,8/19/2001,IDEPT7626
IU262292,5/8/1975,10/11/1999,IDEPT2357
IU339694,9/28/1991,3/1/2005,IDEPT1677
IU533955,8/16/1970,7/29/2001,IDEPT7783
IU516918,5/17/1980,1/13/2007,IDEPT5109
IU337123,12/2/1971,10/25/2009,IDEPT2425
IU528605,5/21/1977,3/25/2003,IDEPT2054
IU980189,5/11/1988,10/28/2001,IDEPT4055
IU518359,8/19/1986,5/24/2010,IDEPT1537
IU872566,3/15/1977,5/14/2004,IDEPT1677
IU163495,4/8/1972,4/1/2006,IDEPT4132
IU471619,3/22/1971,12/14/2000,IDEPT1388
IU627593,11/15/1976,7/1/2014,IDEPT1677
IU832906,8/14/1991,7/22/2002,IDEPT2601
IU814496,9/24/1986,7/4/2003,IDEPT5127
IU977874,1/14/1992,5/30/2003,IDEPT8379
IU726374,6/16/1985,3/14/2012,IDEPT5127
IU265303,6/21/1983,3/18/2006,IDEPT3778
IU223337,4/25/1980,4/18/2005,IDEPT4938
IU520521,9/6/1984,3/16/2009,IDEPT1378
IU528239,7/13/1991,2/11/2012,IDEPT5408
IU289913,10/11/1978,3/13/2007,IDEPT4132
IU991192,5/8/1993,12/23/2010,IDEPT2601
IU530916,1/21/1994,3/21/2004,IDEPT1423
IU330488,6/5/1982,9/3/2011,IDEPT4055
IU965862,4/21/1983,7/7/2006,IDEPT1615
IU675172,6/18/1985,9/21/2003,IDEPT7005
IU528851,10/5/1990,12/9/2000,IDEPT7005
IU973666,1/17/1976,11/9/2005,IDEPT1533
IU592455,8/14/1985,3/29/2007,IDEPT1825
IU764193,6/8/1988,12/21/2001,IDEPT8598
IU740074,10/29/1987,11/9/2013,IDEPT1677
IU862023,5/12/1973,2/10/2008,IDEPT5408
IU877564,6/24/1975,9/19/2013,IDEPT2054
IU329440,9/24/1970,3/10/2000,IDEPT5528
IU971589,1/27/1984,12/20/2009,IDEPT1825
IU927296,7/30/1987,11/21/2012,IDEPT5408
IU832084,5/5/1986,8/21/1999,IDEPT4670
IU810218,11/25/1970,12/20/2002,IDEPT3062
IU120978,9/21/1992,10/17/2006,IDEPT2054
IU167665,11/11/1976,9/7/2006,IDEPT1677
IU672768,12/1/1976,6/7/2001,IDEPT5408
IU991869,11/22/1990,6/29/2006,IDEPT3115
IU397520,4/1/1986,10/14/2004,IDEPT5127
IU996380,5/30/1987,7/29/2010,IDEPT8313
IU498691,3/16/1991,4/16/2000,IDEPT4055
IU433572,2/23/1973,4/26/2008,IDEPT1677
IU805446,10/1/1976,11/26/2004,IDEPT5528
IU893923,4/28/1981,2/12/2014,IDEPT1533
IU170453,1/26/1991,3/9/2012,IDEPT3868
IU280558,8/27/1992,3/23/2010,IDEPT3868
IU152086,4/13/1980,3/24/2003,IDEPT8598
IU767531,2/1/1980,10/1/2008,IDEPT1533
IU714639,1/15/1974,9/20/2007,IDEPT1825
IU803409,12/14/1987,4/19/2004,IDEPT1423
IU116135,1/10/1993,2/19/2002,IDEPT4055
IU401466,10/5/1975,2/3/2006,IDEPT2425
IU651719,11/3/1983,4/21/2002,IDEPT1537
IU322269,10/25/1980,8/19/2003,IDEPT4938
IU788355,4/9/1990,4/3/2013,IDEPT1537
IU745851,1/18/1976,10/21/2010,IDEPT3868
IU405429,4/16/1979,4/18/2001,IDEPT1388
IU416137,1/3/1990,5/24/2004,IDEPT7783
IU672206,1/20/1994,5/31/2002,IDEPT1537
IU809489,1/8/1982,8/1/2007,IDEPT1142
IU748262,6/28/1992,7/24/2010,IDEPT4132
IU173043,7/16/1977,11/5/2013,IDEPT2601
IU530057,5/6/1970,1/13/2002,IDEPT4670
IU834469,9/22/1976,7/11/2008,IDEPT1825
IU890155,12/19/1990,11/16/2002,IDEPT8313
IU476431,11/6/1975,12/23/2008,IDEPT4670
IU329506,4/24/1974,5/18/2004,IDEPT7783
IU593762,6/8/1992,3/19/2003,IDEPT4132
IU662779,6/10/1992,9/23/2000,IDEPT3115
IU574759,10/9/1984,11/16/2004,IDEPT2601
IU730631,10/27/1981,11/16/2000,IDEPT1378
IU437482,9/6/1978,3/8/2013,IDEPT2054
IU239453,7/9/1992,7/1/2000,IDEPT1423
IU615357,3/10/1990,12/28/2009,IDEPT3778
IU122113,11/14/1978,5/17/2014,IDEPT3062
IU374659,8/27/1974,6/5/2001,IDEPT1537
IU918128,10/4/1990,1/29/2010,IDEPT7783
IU985522,8/25/1989,5/19/2012,IDEPT5408
IU123206,3/8/1976,8/5/2011,IDEPT2357
IU681151,5/18/1972,3/22/2003,IDEPT1533
IU984266,9/23/1987,12/12/2002,IDEPT4670
IU241505,8/10/1972,10/1/2003,IDEPT2054
IU821602,8/24/1993,10/11/2009,IDEPT3062
IU420409,1/5/1978,9/11/2012,IDEPT1142
IU177348,12/20/1984,9/25/2013,IDEPT5127
IU232814,7/9/1977,8/13/2013,IDEPT7783
IU271787,7/15/1991,2/18/2010,IDEPT8598
IU887400,12/10/1979,10/4/2010,IDEPT2357
IU151161,12/30/1973,7/10/2008,IDEPT1388
IU400616,5/3/1992,10/5/1999,IDEPT1367
IU448523,2/24/1987,10/16/2005,IDEPT1615
IU201629,6/9/1983,7/6/2001,IDEPT8379
IU984907,4/9/1978,4/17/2000,IDEPT7005
IU624254,5/1/1977,7/15/2001,IDEPT1142
IU707322,6/29/1982,10/2/2007,IDEPT3062
IU660412,2/10/1984,2/3/2000,IDEPT3062
IU794124,8/28/1970,2/11/2007,IDEPT4132
IU253971,5/6/1979,1/11/2004,IDEPT3778
IU200572,1/16/1973,3/24/2000,IDEPT6347
IU150435,5/14/1975,6/26/2003,IDEPT8598
IU891757,1/29/1979,4/8/2003,IDEPT2054
IU961133,8/27/1990,9/28/1999,IDEPT1537
IU762876,10/24/1969,1/10/2003,IDEPT1388
IU603954,7/30/1970,2/18/2013,IDEPT1378
IU713337,11/28/1969,5/4/2011,IDEPT4670
IU953204,12/7/1983,7/14/2003,IDEPT4055
IU521061,6/14/1985,12/25/2012,IDEPT8313
IU627771,1/9/1972,8/12/2003,IDEPT2054
IU341894,2/17/1980,8/20/2002,IDEPT1677
IU586896,10/23/1970,3/24/2012,IDEPT1423
IU776330,1/14/1977,5/16/2002,IDEPT7005
IU890815,10/2/1977,9/6/2003,IDEPT1367
IU671826,6/5/1983,3/5/2014,IDEPT6347
IU791752,11/29/1970,6/6/2011,IDEPT6347
IU170358,6/25/1979,4/27/2006,IDEPT5127
IU654067,8/12/1992,11/22/2002,IDEPT2425
IU650118,7/21/1985,12/30/2004,IDEPT1388
IU843036,3/10/1993,6/7/2012,IDEPT5408
IU929942,2/13/1993,2/18/2008,IDEPT2357
IU517401,12/24/1975,6/1/2010,IDEPT1423
IU285869,4/24/1982,9/23/2007,IDEPT5528
IU619858,2/10/1991,1/26/2005,IDEPT1378
IU304401,9/18/1985,6/20/2004,IDEPT1825
IU116424,11/5/1975,4/22/2005,IDEPT1423
IU602103,8/29/1987,10/21/2000,IDEPT2054
IU317964,10/8/1975,3/24/2005,IDEPT7005
IU543375,1/28/1979,10/17/2011,IDEPT8313
IU555661,11/2/1982,6/11/2006,IDEPT2425
IU713736,8/6/1985,10/6/2010,IDEPT8313
IU673007,8/14/1973,9/10/2001,IDEPT8313
IU379853,8/23/1989,11/11/2012,IDEPT5408
IU444477,10/25/1969,9/27/2007,IDEPT7005
IU935219,8/26/1990,12/28/2002,IDEPT7626
IU964095,12/22/1984,11/19/2012,IDEPT3115
IU472107,5/11/1982,1/12/2003,IDEPT3062
IU399885,12/22/1986,8/24/2000,IDEPT1825
IU873858,6/11/1986,6/21/2000,IDEPT3778
IU578559,10/22/1992,1/22/2002,IDEPT1423
IU476264,4/29/1993,12/21/2006,IDEPT4132
IU906317,5/1/1985,11/7/2009,IDEPT5408
IU206494,6/21/1977,3/1/2008,IDEPT1677
IU613957,9/3/1970,7/4/2010,IDEPT1378
IU303373,9/12/1978,5/12/2003,IDEPT1825
IU910844,3/16/1983,11/29/2008,IDEPT1367
IU733295,9/2/1986,10/4/2007,IDEPT1423
IU359720,8/2/1989,2/13/2004,IDEPT7626
IU507081,9/29/1978,10/11/2000,IDEPT8379
IU250094,8/24/1987,3/8/2006,IDEPT5408
IU929775,6/22/1994,9/2/2009,IDEPT4670
IU617264,6/9/1974,4/9/2007,IDEPT8598
IU200457,5/1/1983,7/30/1999,IDEPT5127
IU980084,7/4/1976,1/22/2012,IDEPT7783
IU352515,12/2/1990,11/23/2002,IDEPT6347
IU623351,2/24/1981,7/26/2000,IDEPT7005
IU194684,10/28/1989,7/9/2007,IDEPT5127
IU998793,10/17/1969,3/14/2000,IDEPT2425
IU371068,9/9/1979,1/31/2007,IDEPT1378
IU552382,8/9/1975,11/2/2010,IDEPT7005
IU143787,8/30/1969,1/30/2007,IDEPT3868
IU909818,1/14/1971,5/9/2005,IDEPT3062
IU287527,5/18/1984,2/5/2002,IDEPT7626
IU613561,8/23/1977,11/17/2010,IDEPT3868
IU758488,4/21/1993,5/18/2001,IDEPT8379
IU585322,8/12/1990,8/25/1999,IDEPT2054
IU242030,6/8/1970,5/20/2010,IDEPT8313
IU730124,1/4/1978,10/26/2011,IDEPT2357
IU862686,7/28/1980,9/23/2006,IDEPT8598
IU931024,1/10/1984,10/26/2012,IDEPT1388
IU683803,11/26/1971,3/12/2011,IDEPT1677
IU616328,3/17/1973,3/28/2010,IDEPT1378
IU510723,9/9/1980,5/6/2001,IDEPT8313
IU553615,11/21/1977,5/22/2014,IDEPT3778
IU114836,3/24/1985,9/23/2007,IDEPT2601
IU867116,9/21/1978,2/27/2000,IDEPT2054
IU935818,11/29/1980,12/21/2009,IDEPT2601
IU317917,2/12/1973,4/26/2006,IDEPT4132
IU556938,10/26/1982,10/6/2003,IDEPT5109
IU744313,10/12/1986,6/24/2009,IDEPT7626
IU849114,4/17/1993,11/1/2010,IDEPT3062
IU625000,11/29/1987,12/17/2009,IDEPT1367
IU919255,4/2/1986,10/22/2010,IDEPT4055
IU486083,10/11/1981,3/16/2001,IDEPT4055
IU219101,3/16/1992,6/19/2005,IDEPT1825
IU697995,9/27/1979,12/12/1999,IDEPT1537
IU826801,10/27/1982,8/24/2010,IDEPT5528
IU234435,4/22/1976,3/9/2013,IDEPT1537
IU413103,7/30/1983,6/26/2012,IDEPT1825
IU168378,10/28/1990,3/14/2007,IDEPT3062
IU808018,12/25/1987,7/19/2003,IDEPT7783
IU377229,9/10/1984,5/8/2010,IDEPT1537
IU570965,10/7/1975,2/10/2004,IDEPT1423
IU875236,3/4/1977,2/21/2010,IDEPT3115
IU823846,6/16/1985,4/6/2011,IDEPT7005
IU369141,11/15/1989,4/26/2014,IDEPT4670
IU336214,6/5/1991,1/4/2005,IDEPT4670
IU752472,4/20/1977,1/4/2011,IDEPT5881
IU964058,2/20/1984,2/2/2006,IDEPT1677
IU653069,9/4/1983,1/13/2001,IDEPT2425
IU274479,3/21/1979,8/26/2013,IDEPT1423
IU359728,6/28/1980,1/27/2003,IDEPT4938
IU470744,11/1/1977,3/25/2012,IDEPT1142
IU612475,2/22/1989,10/25/2013,IDEPT4132
IU590434,3/7/1988,10/18/2003,IDEPT2054
IU907621,9/10/1983,4/30/2002,IDEPT2357
IU816094,12/1/1983,1/3/2004,IDEPT3062
IU301584,2/18/1988,11/1/2003,IDEPT7626
IU400785,7/17/1978,5/11/2000,IDEPT7005
IU701574,2/25/1972,6/5/2013,IDEPT8379
IU348623,7/21/1971,5/20/2002,IDEPT1825
IU805948,9/23/1991,4/25/2000,IDEPT1825
IU436324,1/17/1994,3/6/2010,IDEPT5408
IU647516,11/18/1984,9/8/2000,IDEPT1367
IU543975,1/18/1971,12/30/2006,IDEPT7005
IU378028,7/2/1973,12/21/2005,IDEPT4938
IU824346,1/16/1979,2/14/2014,IDEPT3115
IU869235,10/31/1969,3/22/2002,IDEPT5109
IU566285,2/21/1985,9/27/2004,IDEPT2357
IU251361,4/22/1979,7/30/2012,IDEPT8598
IU790540,10/24/1974,9/24/2007,IDEPT3778
IU207673,5/6/1989,1/20/2011,IDEPT5528
IU877680,8/18/1982,2/13/2007,IDEPT4132
IU749422,11/4/1980,9/9/2007,IDEPT1367
IU245300,10/17/1983,4/13/2002,IDEPT5127
IU476083,5/18/1976,3/23/2005,IDEPT7783
IU866402,5/19/1972,5/16/2013,IDEPT3868
IU879726,4/19/1977,7/8/2002,IDEPT1533
IU572615,1/4/1986,10/29/2010,IDEPT1142
IU529594,2/6/1976,12/5/2004,IDEPT4670
IU602409,6/2/1975,5/14/2011,IDEPT4132
IU528393,1/25/1979,6/17/2013,IDEPT1388
IU915290,5/28/1987,1/6/2001,IDEPT3778
IU617258,8/22/1974,11/26/2001,IDEPT1537
IU440707,2/27/1993,2/15/2006,IDEPT5109
IU112687,6/18/1982,9/3/2012,IDEPT5127
IU479810,2/12/1992,11/14/2003,IDEPT8379
IU303187,10/7/1972,10/23/1999,IDEPT2357
IU242313,3/8/1976,6/11/2012,IDEPT2054
IU531414,9/18/1993,3/24/2009,IDEPT4055
IU227668,2/20/1985,11/8/2005,IDEPT8598
IU528779,6/13/1985,11/6/1999,IDEPT3062
IU874473,2/6/1984,11/15/1999,IDEPT7783
IU800953,9/17/1970,12/5/2002,IDEPT1677
